,method,function,randomfailures,failfraction,nx,n,dampalpha,avgvarconstant,varc_status,rmse,mae,medae,me,crps,coverage,avgintwidth,intscore,emutime,npts
0,colGP,Borehole,FALSE,0.01,15,1000,,,n/a,0.000256869,3.99E-05,3.11E-06,-4.54E-06,0.416974554,0.954357969,0.478418436,0.957640349,526.1279235,13452.59977
1,colGP,Borehole,FALSE,0.01,15,1000,,,n/a,0.000182958,3.54E-05,3.34E-06,-4.42E-06,0.467059359,0.967408209,0.536794427,0.820038118,421.9472141,13452.59977
2,colGP,Borehole,FALSE,0.01,15,1000,,,n/a,0.000314463,5.34E-05,1.63E-06,-3.52E-06,0.722339193,0.957456914,0.890019823,1.700055631,514.0940204,13452.59977
3,colGP,Borehole,FALSE,0.01,15,1000,,,n/a,0.00033384,5.58E-05,1.70E-06,-2.52E-06,0.70607114,0.956846248,0.8651497,1.851250801,397.5727501,13452.59977
4,colGP,Borehole,FALSE,0.01,15,1000,,,n/a,0.000255903,4.71E-05,2.04E-06,1.68E-06,0.570828156,0.956161058,0.727451795,1.235625884,470.7162447,13452.59977
5,colGP,Borehole,FALSE,0.01,15,1000,,,n/a,0.000327336,5.41E-05,2.03E-06,2.15E-05,0.54836562,0.959128617,0.700017589,1.487894216,425.6644847,13452.59977
6,colGP,Borehole,FALSE,0.01,15,1000,,,n/a,0.00021658,3.82E-05,1.34E-06,-6.49E-06,0.389832282,0.961962366,0.475459174,0.800216309,504.156384,13452.59977
7,colGP,Borehole,FALSE,0.01,15,1000,,,n/a,0.00017139,3.50E-05,1.73E-06,3.40E-06,0.427397691,0.958266129,0.477839772,0.741028984,391.7164552,13452.59977
8,colGP,Borehole,FALSE,0.01,15,1000,,,n/a,0.000242961,4.54E-05,2.42E-06,-1.23E-06,0.574489727,0.965716591,0.752141608,1.204206479,533.2833645,13452.59977
9,colGP,Borehole,FALSE,0.01,15,1000,,,n/a,0.000203875,4.28E-05,2.45E-06,5.94E-06,0.703732157,0.960742135,0.794836314,1.160570657,496.1561821,13452.59977
10,colGP,Borehole,FALSE,0.01,15,1000,,,n/a,0.000255897,3.32E-05,1.22E-06,-5.39E-06,0.363531719,0.956204872,0.458056952,0.873371177,435.418921,13452.59977
11,colGP,Borehole,FALSE,0.01,15,1000,,,n/a,0.00018003,2.92E-05,1.03E-06,5.83E-06,0.412495994,0.963627775,0.476135515,0.76015612,501.2986009,13452.59977
12,colGP,Borehole,FALSE,0.01,15,1000,,,n/a,0.000283308,4.35E-05,2.71E-06,-6.76E-06,0.504232281,0.962262877,0.597701206,1.0285781,379.9517667,13452.59977
13,colGP,Borehole,FALSE,0.01,15,1000,,,n/a,0.000251466,4.66E-05,2.59E-06,-7.12E-06,0.523708452,0.956997232,0.611652763,1.021553869,366.4247916,13452.59977
14,colGP,Borehole,FALSE,0.01,15,1000,,,n/a,0.000171082,2.46E-05,9.48E-07,1.12E-06,0.367558737,0.954965904,0.427993741,0.761954135,405.2145734,13452.59977
15,colGP,Borehole,FALSE,0.01,15,1000,,,n/a,0.000171692,2.36E-05,8.56E-07,-1.58E-06,0.346792868,0.957734117,0.428045991,0.720694105,497.0480323,13452.59977
16,colGP,Borehole,FALSE,0.01,15,1000,,,n/a,0.000322748,7.47E-05,1.04E-05,6.42E-06,0.375907188,0.945723351,0.498655196,0.989334872,461.4442782,13452.59977
17,colGP,Borehole,FALSE,0.01,15,1000,,,n/a,0.00020206,5.67E-05,8.24E-06,1.68E-07,0.431194172,0.963275501,0.530926941,0.74273621,463.309303,13452.59977
18,colGP,Borehole,FALSE,0.01,15,1000,,,n/a,0.000193281,4.46E-05,1.94E-06,-5.08E-06,0.652575835,0.954824354,0.809105885,1.237999959,427.4971459,13452.59977
19,colGP,Borehole,FALSE,0.01,15,1000,,,n/a,0.000245964,4.71E-05,2.06E-06,1.51E-06,0.550563424,0.949699953,0.695710867,1.442641738,347.5939333,13452.59977
20,colGP,Borehole,FALSE,0.25,15,1000,,,n/a,0.0001137,2.03E-05,7.89E-07,-4.03E-06,0.036975968,0.974588665,1.398952534,0.091950093,190.2452517,13452.59977
21,colGP,Borehole,FALSE,0.25,15,1000,,,n/a,0.000197812,2.46E-05,7.60E-07,-2.86E-06,0.033313641,0.961517368,1.55136115,0.116772941,212.5674722,13452.59977
22,colGP,Borehole,FALSE,0.25,15,1000,,,n/a,9.87E-05,1.69E-05,8.11E-07,-2.27E-06,0.034630858,0.975167486,1.548943945,0.101350051,170.3378117,13452.59977
23,colGP,Borehole,FALSE,0.25,15,1000,,,n/a,0.000155519,2.02E-05,8.33E-07,-3.49E-06,0.033478721,0.963019205,1.272525036,0.120998369,210.2414546,13452.59977
24,colGP,Borehole,FALSE,0.25,15,1000,,,n/a,9.29E-05,1.60E-05,2.27E-06,-6.07E-07,0.033149617,0.973677397,1.173508729,0.080047942,186.3584406,13452.59977
25,colGP,Borehole,FALSE,0.25,15,1000,,,n/a,0.000198227,1.96E-05,2.41E-06,-3.96E-06,0.031070258,0.972728057,1.232320623,0.096157084,195.5724616,13452.59977
26,colGP,Borehole,FALSE,0.25,15,1000,,,n/a,0.00015675,3.03E-05,3.01E-06,7.25E-07,0.070976882,0.967906895,2.480778839,0.213616925,178.4104738,13452.59977
27,colGP,Borehole,FALSE,0.25,15,1000,,,n/a,0.000129057,3.18E-05,3.03E-06,-5.13E-06,0.060871627,0.961206137,2.015254761,0.210758894,209.0516992,13452.59977
28,colGP,Borehole,FALSE,0.25,15,1000,,,n/a,6.20E-05,7.83E-06,6.36E-07,-7.69E-07,0.014368049,0.983412963,0.86354509,0.031052039,142.3416901,13452.59977
29,colGP,Borehole,FALSE,0.25,15,1000,,,n/a,4.82E-05,8.90E-06,6.51E-07,-8.66E-07,0.01362592,0.980708555,0.825154413,0.033303217,205.5573583,13452.59977
30,colGP,Borehole,FALSE,0.25,15,1000,,,n/a,5.83E-05,1.85E-05,3.82E-06,7.56E-07,0.04961818,0.970270025,2.009780706,0.096448133,194.0004833,13452.59977
31,colGP,Borehole,FALSE,0.25,15,1000,,,n/a,0.000100331,2.23E-05,3.80E-06,1.11E-06,0.037983618,0.964814983,2.32921797,0.112243095,170.6913209,13452.59977
32,colGP,Borehole,FALSE,0.25,15,1000,,,n/a,0.000167969,1.90E-05,1.48E-06,-3.08E-06,0.026526125,0.982460688,1.327665369,0.079288929,195.8657959,13452.59977
33,colGP,Borehole,FALSE,0.25,15,1000,,,n/a,7.05E-05,1.57E-05,1.39E-06,2.42E-06,0.0300291,0.977967859,1.162520239,0.061551306,173.7555456,13452.59977
34,colGP,Borehole,FALSE,0.25,15,1000,,,n/a,0.000233398,2.34E-05,1.06E-06,-5.23E-06,0.041142505,0.974251329,1.8238367,0.145485203,172.7705538,13452.59977
35,colGP,Borehole,FALSE,0.25,15,1000,,,n/a,0.000384567,2.63E-05,1.05E-06,-8.84E-06,0.038013923,0.973691576,1.979913074,0.160126245,186.8388088,13452.59977
36,colGP,Borehole,FALSE,0.25,15,1000,,,n/a,4.61E-05,9.47E-06,1.67E-06,-8.10E-07,0.010390593,0.981339671,0.695103884,0.021335423,203.2597272,13452.59977
37,colGP,Borehole,FALSE,0.25,15,1000,,,n/a,3.14E-05,8.70E-06,1.67E-06,-5.33E-07,0.009865333,0.979931344,0.688494223,0.020334448,215.4772105,13452.59977
38,colGP,Borehole,FALSE,0.25,15,1000,,,n/a,8.77E-05,1.72E-05,1.62E-06,2.63E-08,0.027029072,0.96656169,1.568213721,0.081045794,183.1459966,13452.59977
39,colGP,Borehole,FALSE,0.25,15,1000,,,n/a,7.69E-05,1.44E-05,1.58E-06,-1.25E-06,0.024683411,0.978881067,1.584472743,0.069045649,159.8697345,13452.59977
40,colGP,Borehole,FALSE,0.05,15,1000,,,n/a,0.000358987,3.19E-05,1.99E-06,-6.66E-06,0.147801824,0.964660331,0.289645767,0.443160487,370.0129483,13452.59977
41,colGP,Borehole,FALSE,0.05,15,1000,,,n/a,0.000457375,3.36E-05,1.91E-06,-1.06E-05,0.139416087,0.961914819,0.291491633,0.49234933,515.7103972,13452.59977
42,colGP,Borehole,FALSE,0.05,15,1000,,,n/a,0.00029146,4.64E-05,1.87E-06,-5.69E-06,0.295043834,0.955420253,0.508314244,0.815203836,390.296294,13452.59977
43,colGP,Borehole,FALSE,0.05,15,1000,,,n/a,0.000283964,4.47E-05,1.38E-06,1.75E-06,0.299706019,0.964658129,0.514955596,0.778870059,389.3431499,13452.59977
44,colGP,Borehole,FALSE,0.05,15,1000,,,n/a,0.000197257,2.92E-05,1.29E-06,-3.04E-06,0.189748176,0.961608392,0.337036488,0.49432104,456.6945841,13452.59977
45,colGP,Borehole,FALSE,0.05,15,1000,,,n/a,0.000260187,3.24E-05,1.48E-06,-2.15E-06,0.176400774,0.958251748,0.344267285,0.555542018,391.3141546,13452.59977
46,colGP,Borehole,FALSE,0.05,15,1000,,,n/a,0.000389832,3.76E-05,1.39E-06,-4.79E-06,0.233388395,0.961452514,0.424968539,0.576982313,451.2738676,13452.59977
47,colGP,Borehole,FALSE,0.05,15,1000,,,n/a,0.000189315,3.41E-05,1.30E-06,5.70E-06,0.251610861,0.967527933,0.42236305,0.498491019,341.6711917,13452.59977
48,colGP,Borehole,FALSE,0.05,15,1000,,,n/a,0.000252142,3.12E-05,2.57E-06,-4.89E-07,0.200198565,0.95577222,0.357584518,0.559919992,372.7171435,13452.59977
49,colGP,Borehole,FALSE,0.05,15,1000,,,n/a,0.000242086,3.43E-05,2.34E-06,-4.66E-06,0.161843625,0.947294051,0.372091823,0.616245842,361.5782993,13452.59977
50,colGP,Borehole,FALSE,0.05,15,1000,,,n/a,0.000364203,6.72E-05,1.11E-06,8.98E-06,0.420606456,0.963014948,0.675394781,1.173142286,395.9957733,13452.59977
51,colGP,Borehole,FALSE,0.05,15,1000,,,n/a,0.000311143,6.57E-05,1.12E-06,1.94E-06,0.361200238,0.95754088,0.630864979,1.144023852,375.3841255,13452.59977
52,colGP,Borehole,FALSE,0.05,15,1000,,,n/a,0.000370144,4.22E-05,8.89E-07,-1.91E-06,0.304649081,0.962468193,0.486178481,0.853440982,389.4171278,13452.59977
53,colGP,Borehole,FALSE,0.05,15,1000,,,n/a,0.000508934,4.70E-05,8.81E-07,-1.52E-05,0.241254759,0.968052022,0.523026759,0.941970981,375.020633,13452.59977
54,colGP,Borehole,FALSE,0.05,15,1000,,,n/a,0.000197374,2.41E-05,1.38E-06,-3.06E-06,0.093888143,0.96567776,0.152384676,0.206994779,365.6129639,13452.59977
55,colGP,Borehole,FALSE,0.05,15,1000,,,n/a,0.000103351,2.16E-05,1.53E-06,-3.02E-07,0.099639625,0.970402279,0.19264577,0.171950263,358.0553477,13452.59977
56,colGP,Borehole,FALSE,0.05,15,1000,,,n/a,0.000293449,4.00E-05,1.59E-06,-7.50E-06,0.21933741,0.957276369,0.428362203,0.60887374,428.2033627,13452.59977
57,colGP,Borehole,FALSE,0.05,15,1000,,,n/a,0.000186018,3.31E-05,1.50E-06,-1.09E-06,0.204688274,0.960508749,0.437320472,0.450809644,400.8036761,13452.59977
58,colGP,Borehole,FALSE,0.05,15,1000,,,n/a,0.000203713,4.03E-05,1.95E-06,-3.42E-06,0.262908336,0.960699603,0.428993986,0.626748037,422.5265372,13452.59977
59,colGP,Borehole,FALSE,0.05,15,1000,,,n/a,0.000163474,3.59E-05,1.97E-06,-8.35E-06,0.259456459,0.955543168,0.416692179,0.593379795,424.8557644,13452.59977
60,colGP,Borehole,TRUE,0.01,15,1000,,,n/a,0.000243397,3.18E-05,1.60E-06,2.70E-06,0.589691917,0.969004784,0.608260197,0.948069099,442.2284253,13452.59977
61,colGP,Borehole,TRUE,0.01,15,1000,,,n/a,0.00018788,3.86E-05,3.39E-06,2.44E-07,0.623088394,0.955672326,0.683265261,1.129615698,519.756815,13452.59977
62,colGP,Borehole,TRUE,0.01,15,1000,,,n/a,0.000198835,3.45E-05,7.03E-07,-2.79E-06,0.677260498,0.973391714,0.817455003,1.273424435,498.1722543,13452.59977
63,colGP,Borehole,TRUE,0.01,15,1000,,,n/a,0.000410635,9.32E-05,9.44E-06,8.95E-06,1.600215595,0.942716747,1.818479775,3.587554811,499.1882391,13452.59977
64,colGP,Borehole,TRUE,0.01,15,1000,,,n/a,0.000368403,4.51E-05,1.87E-06,-8.19E-06,0.386153286,0.951006124,0.413635362,1.08410654,510.1178966,13452.59977
65,colGP,Borehole,TRUE,0.01,15,1000,,,n/a,0.000316522,6.09E-05,2.23E-06,-9.60E-06,1.157766495,0.951286889,1.343941408,2.357296411,485.4619017,13452.59977
66,colGP,Borehole,TRUE,0.01,15,1000,,,n/a,0.000227364,2.57E-05,1.20E-06,3.53E-07,0.476203689,0.967798437,0.523393038,0.900190892,498.677053,13452.59977
67,colGP,Borehole,TRUE,0.01,15,1000,,,n/a,0.000357081,6.41E-05,2.26E-06,1.13E-05,1.131909399,0.953295592,1.276155703,2.349808266,541.1836457,13452.59977
68,colGP,Borehole,TRUE,0.01,15,1000,,,n/a,0.000174629,3.29E-05,1.81E-06,-5.66E-07,0.607314104,0.971407427,0.632932817,0.795922375,516.2720881,13452.59977
69,colGP,Borehole,TRUE,0.01,15,1000,,,n/a,0.000509292,4.30E-05,2.26E-06,-1.27E-05,0.697631454,0.971291866,0.894166047,1.783885607,523.2751753,13452.59977
70,colGP,Borehole,TRUE,0.01,15,1000,,,n/a,0.000287089,3.33E-05,1.22E-06,-3.48E-06,0.830422969,0.971063257,0.912011123,1.613343954,437.4251997,13452.59977
71,colGP,Borehole,TRUE,0.01,15,1000,,,n/a,0.000246876,3.24E-05,8.32E-07,4.16E-06,0.699369103,0.970156292,0.762907985,1.350293447,450.3915195,13452.59977
72,colGP,Borehole,TRUE,0.01,15,1000,,,n/a,0.000283154,5.06E-05,2.64E-06,5.50E-06,0.628633526,0.951416459,0.769125521,1.524505735,447.5926349,13452.59977
73,colGP,Borehole,TRUE,0.01,15,1000,,,n/a,0.000196303,2.90E-05,1.03E-06,5.21E-06,1.110920148,0.97514482,1.0936236,1.538640173,544.7026293,13452.59977
74,colGP,Borehole,TRUE,0.01,15,1000,,,n/a,0.000205183,2.84E-05,1.10E-06,4.10E-06,0.652419829,0.960422696,0.685498016,1.09355089,606.2444596,13452.59977
75,colGP,Borehole,TRUE,0.01,15,1000,,,n/a,0.000222778,6.34E-05,7.32E-06,5.36E-06,0.864312249,0.958535272,0.918942036,1.217644619,513.7261319,13452.59977
76,colGP,Borehole,TRUE,0.01,15,1000,,,n/a,0.000407213,6.49E-05,1.27E-06,7.36E-06,0.608549213,0.947315301,0.752762257,1.773610662,441.9713659,13452.59977
77,colGP,Borehole,TRUE,0.01,15,1000,,,n/a,0.00040851,6.45E-05,3.86E-06,-5.44E-06,0.992204977,0.954573027,1.18061483,2.356236245,494.5331111,13452.59977
78,colGP,Borehole,TRUE,0.01,15,1000,,,n/a,0.000210451,4.52E-05,1.70E-06,5.03E-06,0.991706618,0.962414118,1.129632721,1.587444121,554.2056537,13452.59977
79,colGP,Borehole,TRUE,0.01,15,1000,,,n/a,0.000259966,6.06E-05,4.25E-06,1.45E-05,1.383236661,0.964612487,1.509221811,2.079900263,431.1423414,13452.59977
80,colGP,Borehole,TRUE,0.25,15,1000,,,n/a,0.000359361,4.33E-05,2.48E-06,7.94E-07,0.66899628,0.958481825,0.811237439,1.463346711,220.093539,13452.59977
81,colGP,Borehole,TRUE,0.25,15,1000,,,n/a,0.000486197,8.20E-05,1.89E-06,3.02E-06,1.038701182,0.958624396,1.240347507,2.394794791,190.4591122,13452.59977
82,colGP,Borehole,TRUE,0.25,15,1000,,,n/a,0.000341795,5.78E-05,1.38E-06,1.01E-05,1.431302748,0.964127153,1.617320546,2.387874019,235.1888227,13452.59977
83,colGP,Borehole,TRUE,0.25,15,1000,,,n/a,0.000516905,7.81E-05,2.84E-06,8.52E-06,1.43126097,0.957679972,1.595448436,2.835029232,185.1719613,13452.59977
84,colGP,Borehole,TRUE,0.25,15,1000,,,n/a,0.000271494,6.03E-05,6.35E-06,5.38E-06,0.896757703,0.9663483,1.04313606,1.531299797,227.7012382,13452.59977
85,colGP,Borehole,TRUE,0.25,15,1000,,,n/a,0.00055861,8.06E-05,5.06E-06,-1.33E-05,1.004938685,0.948152087,1.207024619,2.357042864,260.8416133,13452.59977
86,colGP,Borehole,TRUE,0.25,15,1000,,,n/a,0.000473254,0.000128094,8.47E-06,-2.27E-05,2.494777487,0.966678483,2.881071379,3.809318561,210.2304246,13452.59977
87,colGP,Borehole,TRUE,0.25,15,1000,,,n/a,0.000161397,3.02E-05,1.90E-06,4.80E-07,0.490669326,0.970918823,0.53792511,0.726434883,230.3685272,13452.59977
88,colGP,Borehole,TRUE,0.25,15,1000,,,n/a,0.000393096,6.97E-05,4.04E-06,1.01E-05,1.405226937,0.965274058,1.611802846,2.517626485,219.7029636,13452.59977
89,colGP,Borehole,TRUE,0.25,15,1000,,,n/a,0.000178014,3.08E-05,1.71E-06,4.52E-07,0.438330793,0.963015022,0.54509781,0.829316399,201.9544969,13452.59977
90,colGP,Borehole,TRUE,0.25,15,1000,,,n/a,0.000414607,7.81E-05,8.00E-06,6.89E-06,1.315669045,0.954674725,1.541667836,2.743238184,280.3814528,13452.59977
91,colGP,Borehole,TRUE,0.25,15,1000,,,n/a,0.000335681,6.62E-05,3.82E-06,-4.09E-06,0.910497384,0.964455812,0.95869162,1.444447014,227.7263803,13452.59977
92,colGP,Borehole,TRUE,0.25,15,1000,,,n/a,0.00077342,9.26E-05,6.47E-06,-2.46E-05,1.204256002,0.953027881,1.499833469,3.29769076,194.1339531,13452.59977
93,colGP,Borehole,TRUE,0.25,15,1000,,,n/a,0.00064995,6.06E-05,4.51E-06,-1.78E-05,0.869188098,0.957456297,1.033472671,2.310822029,261.5485964,13452.59977
94,colGP,Borehole,TRUE,0.25,15,1000,,,n/a,0.000449499,7.97E-05,2.50E-06,1.92E-05,1.327453592,0.954292385,1.568301864,3.029665525,184.277612,13452.59977
95,colGP,Borehole,TRUE,0.25,15,1000,,,n/a,0.000433585,0.00010537,1.00E-05,1.29E-05,1.575795249,0.946513082,1.934028544,3.373693483,189.4527497,13452.59977
96,colGP,Borehole,TRUE,0.25,15,1000,,,n/a,0.000199589,3.62E-05,3.80E-06,1.07E-06,0.295371802,0.963432037,0.309254608,0.522129479,237.6382265,13452.59977
97,colGP,Borehole,TRUE,0.25,15,1000,,,n/a,0.000228813,5.68E-05,4.45E-06,3.81E-06,0.874453697,0.958757412,0.94853194,1.364382298,239.5193946,13452.59977
98,colGP,Borehole,TRUE,0.25,15,1000,,,n/a,0.000397312,6.90E-05,1.96E-06,-2.26E-06,1.261827304,0.972898279,1.516135832,2.129698375,569.2279434,13452.59977
99,colGP,Borehole,TRUE,0.25,15,1000,,,n/a,0.000358757,7.27E-05,2.57E-06,2.18E-06,0.885826224,0.945204263,1.065299864,2.151740605,218.0411849,13452.59977
100,colGP,Borehole,TRUE,0.05,15,1000,,,n/a,0.000362981,7.03E-05,3.31E-06,-9.53E-06,1.289729436,0.956087965,1.450575894,2.785923753,486.5733438,13452.59977
101,colGP,Borehole,TRUE,0.05,15,1000,,,n/a,0.000432706,4.20E-05,2.02E-06,-1.87E-05,0.484336182,0.965413217,0.550113483,1.304331552,553.7397068,13452.59977
102,colGP,Borehole,TRUE,0.05,15,1000,,,n/a,0.000386932,5.08E-05,2.03E-06,-3.79E-06,0.939593195,0.962314561,1.138719772,2.018084405,442.915906,13452.59977
103,colGP,Borehole,TRUE,0.05,15,1000,,,n/a,0.000437793,4.18E-05,1.53E-06,-6.30E-07,0.574274358,0.96192625,0.630418834,1.44892893,468.9762194,13452.59977
104,colGP,Borehole,TRUE,0.05,15,1000,,,n/a,0.000174781,2.46E-05,1.37E-06,-4.51E-06,0.539712329,0.963392355,0.629331139,0.956443095,360.202775,13452.59977
105,colGP,Borehole,TRUE,0.05,15,1000,,,n/a,0.00035278,5.69E-05,2.11E-06,1.25E-05,0.748948196,0.961446797,0.796680335,1.664566337,352.5246422,13452.59977
106,colGP,Borehole,TRUE,0.05,15,1000,,,n/a,0.00024541,3.96E-05,2.81E-06,-1.04E-06,0.550696079,0.954188298,0.652280314,1.237958052,461.115454,13452.59977
107,colGP,Borehole,TRUE,0.05,15,1000,,,n/a,0.000424374,8.44E-05,1.52E-06,6.23E-06,1.339579496,0.964325764,1.645930056,2.926725378,408.6515863,13452.59977
108,colGP,Borehole,TRUE,0.05,15,1000,,,n/a,0.000277779,5.36E-05,1.33E-06,5.12E-06,0.899432426,0.959388371,1.041316864,1.784417001,795.4848874,13452.59977
109,colGP,Borehole,TRUE,0.05,15,1000,,,n/a,0.000387992,3.12E-05,1.16E-06,-1.12E-05,0.282661657,0.968627451,0.308573668,0.757089984,423.5628033,13452.59977
110,colGP,Borehole,TRUE,0.05,15,1000,,,n/a,0.000402734,3.81E-05,1.31E-06,-1.18E-05,0.636103717,0.959764475,0.719054294,1.629741559,391.7901628,13452.59977
111,colGP,Borehole,TRUE,0.05,15,1000,,,n/a,0.000284822,4.32E-05,2.12E-06,9.03E-06,0.539224664,0.959701807,0.56499258,1.042498411,385.8677583,13452.59977
112,colGP,Borehole,TRUE,0.05,15,1000,,,n/a,0.000267124,6.06E-05,5.96E-06,3.44E-06,0.660017772,0.954040759,0.798735437,1.41342865,416.1335123,13452.59977
113,colGP,Borehole,TRUE,0.05,15,1000,,,n/a,0.000187388,3.17E-05,2.56E-06,-3.47E-06,0.576217621,0.970039293,0.649114628,0.99035171,393.2132018,13452.59977
114,colGP,Borehole,TRUE,0.05,15,1000,,,n/a,0.000148374,2.79E-05,1.75E-06,4.41E-06,0.308424373,0.970243526,0.311219127,0.452898132,376.7462511,13452.59977
115,colGP,Borehole,TRUE,0.05,15,1000,,,n/a,0.000250026,2.15E-05,6.16E-07,-2.22E-06,0.353415917,0.967671809,0.380799128,0.736493581,492.8404937,13452.59977
116,colGP,Borehole,TRUE,0.05,15,1000,,,n/a,0.000326722,4.82E-05,1.54E-06,2.90E-06,0.678158967,0.958757816,0.781108085,1.518005491,372.9933615,13452.59977
117,colGP,Borehole,TRUE,0.05,15,1000,,,n/a,0.00027686,5.09E-05,2.46E-06,3.52E-06,0.720135299,0.957488601,0.861041421,1.48201331,428.9993887,13452.59977
118,colGP,Borehole,TRUE,0.05,15,1000,,,n/a,0.000158317,2.78E-05,2.09E-06,-3.09E-06,0.205489452,0.961657087,0.218073401,0.375095091,372.7417932,13452.59977
119,colGP,Borehole,TRUE,0.05,15,1000,,,n/a,0.000329918,4.61E-05,2.22E-06,-3.04E-06,0.63745896,0.959728253,0.714774132,1.527181766,402.8894782,13452.59977
120,colGP,Borehole,FALSE,0.01,15,100,,,n/a,0.004051481,0.000760338,5.05E-05,-0.000297073,3.019557809,0.930045872,5.991143446,17.1990904,0.968236208,1345.259977
121,colGP,Borehole,FALSE,0.01,15,100,,,n/a,0.002613763,0.000668283,5.28E-05,-5.98E-05,6.881782944,0.938343227,9.96094311,14.28818196,1.250276804,1345.259977
122,colGP,Borehole,FALSE,0.01,15,100,,,n/a,0.00281933,0.000520621,3.35E-05,-0.000276955,3.520097563,0.955428954,5.749427635,11.92068266,1.139181376,1345.259977
123,colGP,Borehole,FALSE,0.01,15,100,,,n/a,0.002608276,0.000527837,2.71E-05,-0.00020959,3.431287318,0.950201072,5.627082751,11.06436597,1.117883682,1345.259977
124,colGP,Borehole,FALSE,0.01,15,100,,,n/a,0.001458379,0.000369864,5.68E-05,-2.92E-05,1.506950632,0.949390121,1.890248905,2.763417148,1.214078426,1345.259977
125,colGP,Borehole,FALSE,0.01,15,100,,,n/a,0.00273764,0.000615937,7.79E-05,-4.26E-06,1.259415795,0.927690545,2.022170765,4.806086598,1.239835978,1345.259977
126,colGP,Borehole,FALSE,0.01,15,100,,,n/a,0.002829789,0.000746318,8.57E-05,-9.28E-05,4.779850047,0.912527798,7.062756173,15.19032537,0.871436834,1345.259977
127,colGP,Borehole,FALSE,0.01,15,100,,,n/a,0.004220688,0.000888589,5.85E-05,-0.000127397,3.941670485,0.920547207,6.434324948,18.89146719,1.216648817,1345.259977
128,colGP,Borehole,FALSE,0.01,15,100,,,n/a,0.007178501,0.001317468,7.60E-05,0.000359576,4.607534181,0.908427117,7.572702699,37.76872998,1.139859676,1345.259977
129,colGP,Borehole,FALSE,0.01,15,100,,,n/a,0.00399896,0.000849135,6.38E-05,0.000128939,7.260689792,0.940246517,10.0980464,20.82724323,1.077042103,1345.259977
130,colGP,Borehole,FALSE,0.01,15,100,,,n/a,0.004173408,0.000982672,8.03E-05,-0.000185019,7.137128148,0.917562724,11.0623057,26.92721677,1.110897064,1345.259977
131,colGP,Borehole,FALSE,0.01,15,100,,,n/a,0.006008717,0.001269228,0.000108124,-0.000238605,9.61450808,0.907959694,13.08572517,39.48686525,1.007164717,1345.259977
132,colGP,Borehole,FALSE,0.01,15,100,,,n/a,0.003021211,0.000637537,5.41E-05,-0.000119464,8.160875472,0.949580968,10.08625043,15.15806365,0.968418598,1345.259977
133,colGP,Borehole,FALSE,0.01,15,100,,,n/a,0.004278459,0.001014385,4.77E-05,-0.000109038,4.689590113,0.91612598,8.292553177,21.7713154,1.202361345,1345.259977
134,colGP,Borehole,FALSE,0.01,15,100,,,n/a,0.002908062,0.000735523,4.52E-05,-6.42E-05,3.370804131,0.950471538,5.625432398,9.037172005,1.206237555,1345.259977
135,colGP,Borehole,FALSE,0.01,15,100,,,n/a,0.003783608,0.000741303,4.86E-05,-0.000317577,2.777565413,0.879774747,3.657925271,12.53048247,1.184675694,1345.259977
136,colGP,Borehole,FALSE,0.01,15,100,,,n/a,0.004610377,0.001148152,0.00016315,-0.00017773,6.304957056,0.926320761,10.18358084,25.46741161,0.923310995,1345.259977
137,colGP,Borehole,FALSE,0.01,15,100,,,n/a,0.003812437,0.001064905,0.000152993,0.000149955,6.952921473,0.940962148,11.51415295,22.5685059,0.954154253,1345.259977
138,colGP,Borehole,FALSE,0.01,15,100,,,n/a,0.002375474,0.000557544,3.86E-05,-0.000128506,5.126335327,0.948159633,7.591365775,11.70199632,1.225893736,1345.259977
139,colGP,Borehole,FALSE,0.01,15,100,,,n/a,0.002545539,0.000582958,3.80E-05,9.18E-05,3.735224896,0.93434003,6.652811532,11.65707088,1.171408415,1345.259977
140,colGP,Borehole,FALSE,0.25,15,100,,,n/a,0.002186545,0.000734368,0.000115081,0.000269197,0.26071175,0.856186686,3.115197484,2.057737288,0.649213553,1345.259977
141,colGP,Borehole,FALSE,0.25,15,100,,,n/a,0.001731521,0.000587787,8.76E-05,-0.00020437,0.342214102,0.917329957,4.181058785,1.288842644,0.51793766,1345.259977
142,colGP,Borehole,FALSE,0.25,15,100,,,n/a,0.001336843,0.000355119,5.17E-05,-6.79E-05,0.275459716,0.946045426,3.322773036,0.998837655,0.666018724,1345.259977
143,colGP,Borehole,FALSE,0.25,15,100,,,n/a,0.001223663,0.000321789,4.48E-05,-6.45E-05,0.362928471,0.961755993,3.110175566,0.998481472,0.60114193,1345.259977
144,colGP,Borehole,FALSE,0.25,15,100,,,n/a,0.001279154,0.000422319,6.65E-05,2.67E-05,0.432329627,0.918215271,5.131116125,1.985651748,0.517331839,1345.259977
145,colGP,Borehole,FALSE,0.25,15,100,,,n/a,0.001350691,0.000390959,5.50E-05,0.000109739,0.576131314,0.945722171,5.029645813,1.958126975,0.571757555,1345.259977
146,colGP,Borehole,FALSE,0.25,15,100,,,n/a,0.002918933,0.001064186,0.000262812,0.000300591,0.89510514,0.900699677,10.43863803,4.739616598,0.593437433,1345.259977
147,colGP,Borehole,FALSE,0.25,15,100,,,n/a,0.00272138,0.000996966,0.000288509,0.000208612,0.696876634,0.911015429,9.020911658,3.813967604,0.657152176,1345.259977
