,method,function,randomfailures,failfraction,nx,n,dampalpha,avgvarconstant,varc_status,rmse,mae,medae,me,crps,coverage,avgintwidth,intscore,emutime,npts
12163,PCGP_BR,Wingweight,FALSE,0.05,15,1000,,,n/a,0.009748595,0.003076574,0.000460155,-0.000201936,7.885630129,0.952160274,7.266409345,10.98540255,325.0070817,13452.59977
12164,PCGP_BR,Wingweight,FALSE,0.05,15,1000,,,n/a,0.000738995,0.00026413,6.21E-05,2.25E-06,0.595200252,0.946955654,0.585023138,0.905704447,121.4072058,13452.59977
12165,PCGP_BR,Wingweight,FALSE,0.05,15,1000,,,n/a,0.010000254,0.003433642,0.000639697,-0.000491349,6.462513707,0.947103275,6.964642061,11.23250124,67.68530679,13452.59977
12166,PCGP_BR,Wingweight,FALSE,0.05,15,1000,,,n/a,0.009580162,0.002489062,0.000587201,-0.000372457,7.601641358,0.975020991,7.398995357,10.69422219,122.0295234,13452.59977
12167,PCGP_BR,Wingweight,FALSE,0.05,15,1000,,,n/a,0.006697315,0.002195715,0.000273223,-0.000486106,12.23220261,0.977562074,9.329233911,10.75076855,106.7234733,13452.59977
12168,PCGP_BR,Wingweight,FALSE,0.05,15,1000,,,n/a,0.002845013,0.000978652,0.000192552,-0.000240604,3.388199113,0.964760498,2.972389684,3.877534557,161.0162089,13452.59977
12169,PCGP_BR,Wingweight,FALSE,0.05,15,1000,,,n/a,0.00192858,0.000642292,0.000141163,-0.000172904,1.930962158,0.960654134,1.714597979,2.33717877,107.4685154,13452.59977
12170,PCGP_BR,Wingweight,FALSE,0.05,15,1000,,,n/a,0.009329122,0.002983167,0.000532315,-0.000439916,9.688051435,0.9623314,8.659040666,11.34760164,252.6261215,13452.59977
12171,PCGP_BR,Wingweight,FALSE,0.05,15,1000,,,n/a,0.006445203,0.001934583,0.000491303,-0.000302259,7.246398252,0.963883251,6.998237049,10.09717823,105.9940078,13452.59977
12172,PCGP_BR,Wingweight,FALSE,0.05,15,1000,,,n/a,0.007000602,0.002184642,0.000493336,-1.60E-05,6.75981898,0.95800378,6.643014864,10.15655286,83.68936229,13452.59977
12173,PCGP_BR,Wingweight,FALSE,0.05,15,1000,,,n/a,0.010985683,0.003434398,0.000550612,-8.01E-05,8.902887848,0.95909933,8.65020603,13.09767297,103.2699287,13452.59977
12174,PCGP_BR,Wingweight,FALSE,0.05,15,1000,,,n/a,0.010117004,0.002836691,0.000354391,-0.000787662,7.551162633,0.95560781,6.681915312,11.48870318,120.0110652,13452.59977
12175,PCGP_BR,Wingweight,TRUE,0.01,15,1000,,,n/a,6.95E-06,5.22E-06,4.02E-06,9.59E-07,0.020412677,0.999932665,0.022714214,0.022705805,43.32846999,13452.59977
12176,PCGP_BR,Wingweight,TRUE,0.01,15,1000,,,n/a,1.32E-05,6.61E-06,4.28E-06,-1.34E-06,0.01931919,0.999460844,0.023980652,0.024137559,150.5186868,13452.59977
12177,PCGP_BR,Wingweight,TRUE,0.01,15,1000,,,n/a,7.52E-06,5.34E-06,3.92E-06,1.62E-06,0.023555374,0.99851762,0.026163398,0.026249505,101.4049971,13452.59977
12178,PCGP_BR,Wingweight,TRUE,0.01,15,1000,,,n/a,3.79E-05,1.57E-05,8.83E-06,-6.34E-07,0.030687843,0.996425922,0.04479858,0.046952887,185.0856738,13452.59977
12179,PCGP_BR,Wingweight,TRUE,0.01,15,1000,,,n/a,7.62E-06,5.43E-06,4.15E-06,1.32E-06,0.02026417,0.998316385,0.023387109,0.023473561,153.1228628,13452.59977
12180,PCGP_BR,Wingweight,TRUE,0.01,15,1000,,,n/a,5.75E-05,1.73E-05,8.36E-06,-4.81E-07,0.021808176,0.982640291,0.036293855,0.046374844,151.1260402,13452.59977
12181,PCGP_BR,Wingweight,TRUE,0.01,15,1000,,,n/a,5.56E-06,4.16E-06,3.24E-06,-4.80E-07,0.016281988,0.999393654,0.019609617,0.019628059,106.9696696,13452.59977
12182,PCGP_BR,Wingweight,TRUE,0.01,15,1000,,,n/a,3.52E-05,1.39E-05,7.07E-06,1.68E-06,0.040743643,0.992042083,0.045822869,0.047114087,147.0679185,13452.59977
12183,PCGP_BR,Wingweight,TRUE,0.01,15,1000,,,n/a,7.13E-06,5.21E-06,4.15E-06,2.33E-07,0.018410368,0.998990035,0.021054891,0.021126044,95.28429365,13452.59977
12184,PCGP_BR,Wingweight,TRUE,0.01,15,1000,,,n/a,6.48E-06,4.73E-06,3.58E-06,7.99E-07,0.019808517,0.99939451,0.022341007,0.02235755,152.3970816,13452.59977
12185,PCGP_BR,Wingweight,TRUE,0.01,15,1000,,,n/a,7.09E-06,5.50E-06,4.52E-06,-3.09E-06,0.013943315,0.999865438,0.018251198,0.018259906,136.1938379,13452.59977
12186,PCGP_BR,Wingweight,TRUE,0.01,15,1000,,,n/a,6.34E-06,4.85E-06,3.83E-06,2.30E-06,0.020734696,1,0.022506497,0.022500132,130.0935066,13452.59977
12187,PCGP_BR,Wingweight,TRUE,0.01,15,1000,,,n/a,7.80E-06,5.84E-06,4.60E-06,-8.29E-07,0.021524223,0.99979783,0.025095726,0.02509806,106.7278013,13452.59977
12188,PCGP_BR,Wingweight,TRUE,0.01,15,1000,,,n/a,1.02E-05,7.16E-06,5.44E-06,4.16E-07,0.029297389,0.998652927,0.03239884,0.032463387,107.5916748,13452.59977
12189,PCGP_BR,Wingweight,TRUE,0.01,15,1000,,,n/a,1.66E-05,6.88E-06,3.91E-06,-2.42E-07,0.023953626,0.997239429,0.030726181,0.031513211,87.67767048,13452.59977
12190,PCGP_BR,Wingweight,TRUE,0.01,15,1000,,,n/a,4.96E-05,1.82E-05,8.45E-06,-1.20E-06,0.033422843,0.992597577,0.049792021,0.051870148,99.23737621,13452.59977
12191,PCGP_BR,Wingweight,TRUE,0.01,15,1000,,,n/a,2.37E-05,8.98E-06,4.49E-06,-4.47E-07,0.025378994,0.994613883,0.032878791,0.034086286,128.7125044,13452.59977
12192,PCGP_BR,Wingweight,TRUE,0.01,15,1000,,,n/a,1.21E-05,7.14E-06,4.78E-06,5.20E-07,0.041275464,0.999865311,0.041291876,0.041272946,172.0156434,13452.59977
12193,PCGP_BR,Wingweight,TRUE,0.01,15,1000,,,n/a,4.59E-05,1.65E-05,7.85E-06,1.30E-06,0.03768193,0.991505427,0.045726832,0.047174097,123.4804635,13452.59977
12194,PCGP_BR,Wingweight,TRUE,0.01,15,1000,,,n/a,8.61E-06,5.69E-06,4.05E-06,-1.61E-06,0.020882083,0.996836934,0.022928246,0.023160714,193.6319039,13452.59977
12195,PCGP_BR,Wingweight,TRUE,0.25,15,1000,,,n/a,0.000115116,8.59E-05,6.67E-05,-5.82E-06,0.159561022,0.998402272,0.248423214,0.248840612,636.7455561,13452.59977
12196,PCGP_BR,Wingweight,TRUE,0.25,15,1000,,,n/a,0.000162914,0.000102504,7.44E-05,-1.21E-05,0.183229797,0.99632221,0.275820878,0.284359988,337.7736986,13452.59977
12197,PCGP_BR,Wingweight,TRUE,0.25,15,1000,,,n/a,0.000158622,0.000103043,7.33E-05,6.71E-06,0.172546381,0.994169611,0.26672371,0.277473574,440.0859995,13452.59977
12198,PCGP_BR,Wingweight,TRUE,0.25,15,1000,,,n/a,0.000151869,9.84E-05,7.10E-05,1.89E-05,0.175718098,0.990962254,0.250109804,0.258543796,592.016799,13452.59977
12199,PCGP_BR,Wingweight,TRUE,0.25,15,1000,,,n/a,0.000132974,8.78E-05,6.33E-05,-6.78E-06,0.174888408,0.994402488,0.259144393,0.264802586,380.2800891,13452.59977
12200,PCGP_BR,Wingweight,TRUE,0.25,15,1000,,,n/a,0.000122404,8.88E-05,6.78E-05,4.26E-06,0.168239515,0.996890271,0.257631726,0.259386434,479.7659469,13452.59977
12201,PCGP_BR,Wingweight,TRUE,0.25,15,1000,,,n/a,0.000114701,8.13E-05,6.18E-05,-5.25E-08,0.158602545,0.997428394,0.232344682,0.235106051,656.1002445,13452.59977
12202,PCGP_BR,Wingweight,TRUE,0.25,15,1000,,,n/a,0.000146509,9.07E-05,6.50E-05,1.06E-06,0.188616847,0.993246245,0.263695553,0.272860007,529.9274683,13452.59977
12203,PCGP_BR,Wingweight,TRUE,0.25,15,1000,,,n/a,9.49E-05,7.15E-05,5.68E-05,-1.63E-06,0.155254914,0.999291408,0.226701648,0.227004684,290.7607327,13452.59977
12204,PCGP_BR,Wingweight,TRUE,0.25,15,1000,,,n/a,0.000244032,0.000105327,7.08E-05,-1.21E-05,0.155920848,0.989263532,0.256959574,0.302727205,513.2400432,13452.59977
12205,PCGP_BR,Wingweight,TRUE,0.25,15,1000,,,n/a,0.000198278,0.000109578,7.53E-05,1.28E-05,0.223126704,0.99008323,0.313091883,0.343139444,627.2548499,13452.59977
12206,PCGP_BR,Wingweight,TRUE,0.25,15,1000,,,n/a,0.000201215,0.000135364,9.96E-05,-1.14E-05,0.204304828,0.995027968,0.308238041,0.315721356,306.8066156,13452.59977
12207,PCGP_BR,Wingweight,TRUE,0.25,15,1000,,,n/a,0.000228138,0.000124076,8.08E-05,-7.75E-06,0.155854372,0.980643451,0.27293249,0.318937276,854.0346222,13452.59977
12208,PCGP_BR,Wingweight,TRUE,0.25,15,1000,,,n/a,0.000148683,0.000100203,7.52E-05,-1.45E-06,0.192015792,0.994652406,0.283819248,0.290413512,505.1877666,13452.59977
12209,PCGP_BR,Wingweight,TRUE,0.25,15,1000,,,n/a,0.000150849,0.000109174,8.38E-05,1.21E-06,0.164852076,0.998409613,0.247397026,0.248516921,506.89626,13452.59977
12210,PCGP_BR,Wingweight,TRUE,0.25,15,1000,,,n/a,0.000115906,8.39E-05,6.52E-05,8.70E-06,0.167862636,0.998133499,0.232125009,0.233226551,283.8018069,13452.59977
12211,PCGP_BR,Wingweight,TRUE,0.25,15,1000,,,n/a,0.000127753,9.10E-05,6.92E-05,-4.12E-06,0.138799518,0.994759748,0.22183071,0.225155682,505.7699165,13452.59977
12212,PCGP_BR,Wingweight,TRUE,0.25,15,1000,,,n/a,0.000135177,9.50E-05,7.17E-05,5.08E-07,0.170221274,0.997701556,0.244873586,0.246798777,515.7150037,13452.59977
12213,PCGP_BR,Wingweight,TRUE,0.25,15,1000,,,n/a,0.000133295,8.91E-05,6.48E-05,3.83E-06,0.180714573,0.9928386,0.258458305,0.264573766,787.8992932,13452.59977
12214,PCGP_BR,Wingweight,TRUE,0.25,15,1000,,,n/a,0.000166895,0.000119394,9.16E-05,7.68E-06,0.160640459,0.997229422,0.237561357,0.239374782,306.649997,13452.59977
12215,PCGP_BR,Wingweight,TRUE,0.05,15,1000,,,n/a,3.66E-05,1.98E-05,1.13E-05,-1.20E-06,0.077633475,0.998460246,0.09462439,0.095413761,309.3137646,13452.59977
12216,PCGP_BR,Wingweight,TRUE,0.05,15,1000,,,n/a,3.77E-05,2.16E-05,1.33E-05,-2.54E-06,0.113596114,0.998246721,0.121354224,0.122512348,155.4069588,13452.59977
12217,PCGP_BR,Wingweight,TRUE,0.05,15,1000,,,n/a,6.78E-05,2.98E-05,1.54E-05,-1.59E-06,0.069086034,0.988634769,0.09046529,0.098046973,116.4644732,13452.59977
12218,PCGP_BR,Wingweight,TRUE,0.05,15,1000,,,n/a,2.94E-05,1.78E-05,1.16E-05,7.70E-07,0.107398458,0.997896951,0.111386,0.112117938,178.4124949,13452.59977
12219,PCGP_BR,Wingweight,TRUE,0.05,15,1000,,,n/a,2.40E-05,1.41E-05,9.54E-06,1.02E-07,0.070026471,0.999789415,0.07801608,0.078105626,88.17145109,13452.59977
12220,PCGP_BR,Wingweight,TRUE,0.05,15,1000,,,n/a,2.19E-05,1.43E-05,9.83E-06,1.38E-07,0.177362437,0.999719731,0.150734972,0.150761885,130.054074,13452.59977
12221,PCGP_BR,Wingweight,TRUE,0.05,15,1000,,,n/a,2.15E-05,1.50E-05,1.09E-05,8.84E-07,0.079307707,1,0.083750794,0.083752784,101.306756,13452.59977
12222,PCGP_BR,Wingweight,TRUE,0.05,15,1000,,,n/a,5.93E-05,2.40E-05,1.39E-05,2.70E-06,0.152878269,0.995931252,0.156006553,0.164148338,316.1393743,13452.59977
12223,PCGP_BR,Wingweight,TRUE,0.05,15,1000,,,n/a,7.55E-05,3.78E-05,2.09E-05,-2.26E-06,0.089709821,0.994252471,0.119754141,0.123164593,171.010926,13452.59977
12224,PCGP_BR,Wingweight,TRUE,0.05,15,1000,,,n/a,4.08E-05,2.29E-05,1.36E-05,2.72E-07,0.081927531,0.998316616,0.093915454,0.094817742,336.5099621,13452.59977
12225,PCGP_BR,Wingweight,TRUE,0.05,15,1000,,,n/a,4.75E-05,2.47E-05,1.46E-05,-5.59E-07,0.095166022,0.998456898,0.10581377,0.106795723,143.0418649,13452.59977
12226,PCGP_BR,Wingweight,TRUE,0.05,15,1000,,,n/a,5.13E-05,2.48E-05,1.46E-05,9.15E-07,0.066739223,0.997973728,0.079718601,0.081889333,160.504643,13452.59977
12227,PCGP_BR,Wingweight,TRUE,0.05,15,1000,,,n/a,6.84E-05,3.52E-05,2.18E-05,9.24E-08,0.13628582,0.994325744,0.155619808,0.162517389,221.1851487,13452.59977
12228,PCGP_BR,Wingweight,TRUE,0.05,15,1000,,,n/a,2.92E-05,1.86E-05,1.26E-05,-1.26E-06,0.050660223,0.997750598,0.0647601,0.065260371,71.47253537,13452.59977
12229,PCGP_BR,Wingweight,TRUE,0.05,15,1000,,,n/a,9.67E-05,3.41E-05,1.80E-05,6.16E-06,0.106628365,0.983863012,0.126422581,0.153149067,117.6750019,13452.59977
12230,PCGP_BR,Wingweight,TRUE,0.05,15,1000,,,n/a,3.62E-05,2.24E-05,1.47E-05,-1.60E-07,0.079873754,0.998100063,0.098641427,0.099210727,107.0112023,13452.59977
12231,PCGP_BR,Wingweight,TRUE,0.05,15,1000,,,n/a,4.21E-05,2.40E-05,1.58E-05,-1.75E-06,0.06667944,0.997540235,0.086521412,0.088508669,141.1107535,13452.59977
12232,PCGP_BR,Wingweight,TRUE,0.05,15,1000,,,n/a,3.30E-05,1.88E-05,1.25E-05,1.40E-06,0.166329091,0.998808105,0.15089905,0.151696945,226.5227685,13452.59977
12233,PCGP_BR,Wingweight,TRUE,0.05,15,1000,,,n/a,2.14E-05,1.54E-05,1.17E-05,4.81E-08,0.066098447,1,0.076033238,0.076167924,79.37605309,13452.59977
12234,PCGP_BR,Wingweight,TRUE,0.05,15,1000,,,n/a,1.54E-05,1.16E-05,9.03E-06,7.37E-07,0.048577278,1,0.051678945,0.051720422,59.55199575,13452.59977
12235,PCGP_BR,Wingweight,FALSE,0.01,15,100,,,n/a,0.008660164,0.002333156,0.000852567,-0.000835042,2.599778533,0.970353711,3.939183191,7.284581574,1.562367678,1345.259977
12236,PCGP_BR,Wingweight,FALSE,0.01,15,100,,,n/a,0.001489484,0.00058814,0.000231587,-4.90E-05,0.49188459,0.942956451,0.804802634,1.586297022,1.057957888,1345.259977
12237,PCGP_BR,Wingweight,FALSE,0.01,15,100,,,n/a,0.016859271,0.007686881,0.001906637,-0.000310687,4.697130954,0.828746177,7.634194369,24.95506301,0.417493343,1345.259977
12238,PCGP_BR,Wingweight,FALSE,0.01,15,100,,,n/a,0.000251011,0.000124812,6.91E-05,-1.26E-06,0.175846486,0.983486239,0.296253752,0.323209793,0.7417624,1345.259977
12239,PCGP_BR,Wingweight,FALSE,0.01,15,100,,,n/a,0.012433125,0.005878716,0.002608401,-0.000765013,2.370473819,0.905075316,5.783785388,12.22650557,1.74386096,1345.259977
12240,PCGP_BR,Wingweight,FALSE,0.01,15,100,,,n/a,0.000894003,0.000375708,0.000177361,-3.94E-05,0.133361438,0.903718279,0.328470103,0.831388186,0.629210711,1345.259977
12241,PCGP_BR,Wingweight,FALSE,0.01,15,100,,,n/a,6.76E-05,4.96E-05,3.66E-05,-2.83E-06,0.031814579,1,0.074629153,0.073772904,1.412708044,1345.259977
12242,PCGP_BR,Wingweight,FALSE,0.01,15,100,,,n/a,0.000954085,0.00058502,0.000381789,-5.66E-05,0.223045261,0.951348064,0.557294504,0.764548188,2.539348126,1345.259977
12243,PCGP_BR,Wingweight,FALSE,0.01,15,100,,,n/a,0.012710313,0.006484768,0.002285992,0.000241925,4.308539057,0.905736874,7.750457953,13.76665187,0.982110739,1345.259977
12244,PCGP_BR,Wingweight,FALSE,0.01,15,100,,,n/a,0.013703918,0.005932769,0.00213576,-0.000614391,3.577885136,0.920940604,7.205054397,14.45862625,0.764082193,1345.259977
12245,PCGP_BR,Wingweight,FALSE,0.01,15,100,,,n/a,0.014664316,0.005039616,0.001939575,-0.001654382,4.442818002,0.953816073,7.391226775,14.41827967,0.810720682,1345.259977
12246,PCGP_BR,Wingweight,FALSE,0.01,15,100,,,n/a,0.011308476,0.004111203,0.000941803,-0.000602997,3.30390672,0.900822546,4.397478504,13.08227818,0.503094912,1345.259977
12247,PCGP_BR,Wingweight,FALSE,0.01,15,100,,,n/a,0.024936458,0.007074453,0.001745486,-0.00333447,3.598094333,0.946989932,5.591464734,17.3921146,0.682472706,1345.259977
12248,PCGP_BR,Wingweight,FALSE,0.01,15,100,,,n/a,0.011462297,0.004418957,0.001469529,-0.000956918,1.934936684,0.896239984,3.427795041,8.887143852,1.262458563,1345.259977
12249,PCGP_BR,Wingweight,FALSE,0.01,15,100,,,n/a,0.007889829,0.002832799,0.000817634,-0.000770823,1.921895998,0.908381542,3.119290159,8.034337645,1.27600646,1345.259977
12250,PCGP_BR,Wingweight,FALSE,0.01,15,100,,,n/a,0.013423818,0.005715431,0.001990181,-0.000444711,4.558841056,0.923718552,7.424302016,14.93686148,0.346004009,1345.259977
12251,PCGP_BR,Wingweight,FALSE,0.01,15,100,,,n/a,0.019180938,0.006851899,0.001790383,-0.001564672,4.507716524,0.919302294,6.920148606,16.08662453,0.527525187,1345.259977
12252,PCGP_BR,Wingweight,FALSE,0.01,15,100,,,n/a,0.00109857,0.00044698,0.00019354,-0.000156671,0.091165715,0.876204697,0.280713047,0.965114733,1.363986731,1345.259977
12253,PCGP_BR,Wingweight,FALSE,0.01,15,100,,,n/a,0.005587057,0.003010154,0.001555579,7.41E-05,1.820993271,0.896186009,3.302242218,5.926948548,0.894942761,1345.259977
12254,PCGP_BR,Wingweight,FALSE,0.01,15,100,,,n/a,5.41E-05,4.06E-05,3.11E-05,-6.09E-06,0.016475744,0.995920865,0.065294972,0.064313181,0.436424971,1345.259977
12255,PCGP_BR,Wingweight,FALSE,0.25,15,100,,,n/a,0.01062166,0.004793942,0.001542206,-0.000659143,5.293924548,0.907179621,6.666085384,13.20234684,1.076406002,1345.259977
12256,PCGP_BR,Wingweight,FALSE,0.25,15,100,,,n/a,0.012680954,0.00549465,0.002070512,-0.001613466,4.769506994,0.931606037,7.768894589,14.90541495,0.469535351,1345.259977
12257,PCGP_BR,Wingweight,FALSE,0.25,15,100,,,n/a,0.013209994,0.008588068,0.006033641,-0.000437701,2.059618503,0.857776973,6.227466001,11.07403799,0.634015083,1345.259977
12258,PCGP_BR,Wingweight,FALSE,0.25,15,100,,,n/a,0.024117692,0.010632071,0.005641364,-0.004849542,2.373407599,0.883232177,6.646859841,20.32768348,1.484326839,1345.259977
12259,PCGP_BR,Wingweight,FALSE,0.25,15,100,,,n/a,0.018708045,0.009633968,0.003446539,-0.001427432,11.0283957,0.915678879,13.1687475,20.6531796,0.762260914,1345.259977
12260,PCGP_BR,Wingweight,FALSE,0.25,15,100,,,n/a,0.011361586,0.007136555,0.004379175,-0.000404171,3.989082162,0.938667385,8.914192654,11.90590814,0.747612,1345.259977
12261,PCGP_BR,Wingweight,FALSE,0.25,15,100,,,n/a,0.020798769,0.011860487,0.007254518,0.002576695,3.036685284,0.901632152,9.968967178,17.46337923,0.612907171,1345.259977
12262,PCGP_BR,Wingweight,FALSE,0.25,15,100,,,n/a,0.016325234,0.010639539,0.007020266,-0.002908409,2.661266209,0.925763426,10.22318146,14.30591804,1.035508394,1345.259977
12263,PCGP_BR,Wingweight,FALSE,0.25,15,100,,,n/a,0.015676468,0.008885512,0.005202859,0.001150989,5.359177218,0.939440727,12.15683427,18.39952732,2.460227966,1345.259977
12264,PCGP_BR,Wingweight,FALSE,0.25,15,100,,,n/a,0.008226058,0.00393694,0.00158454,-0.000532704,7.315643511,0.965688797,9.260775998,11.11118175,2.599987507,1345.259977
12265,PCGP_BR,Wingweight,FALSE,0.25,15,100,,,n/a,0.021078723,0.008487515,0.001787813,-0.003884392,4.399049348,0.87175121,6.909926705,26.83313695,0.416218758,1345.259977
12266,PCGP_BR,Wingweight,FALSE,0.25,15,100,,,n/a,0.01420553,0.005689623,0.002067799,-0.002485343,3.926144889,0.934486467,7.20590006,15.38761455,0.667138815,1345.259977
12267,PCGP_BR,Wingweight,FALSE,0.25,15,100,,,n/a,0.017748386,0.007642978,0.002860013,-0.002656543,1.849614897,0.882825461,5.093979122,17.44261241,0.448376656,1345.259977
12268,PCGP_BR,Wingweight,FALSE,0.25,15,100,,,n/a,0.022925534,0.008296941,0.001703385,-0.006079289,4.959876985,0.901597835,6.652847261,22.35136897,0.951120615,1345.259977
12269,PCGP_BR,Wingweight,FALSE,0.25,15,100,,,n/a,0.017029593,0.009644535,0.006231652,-0.002244002,3.296217757,0.922237861,8.035297745,13.25260158,1.055670023,1345.259977
12270,PCGP_BR,Wingweight,FALSE,0.25,15,100,,,n/a,0.02229594,0.011499633,0.006480121,-0.00436166,3.066045621,0.917575651,8.405062853,17.91884673,0.53599143,1345.259977
12271,PCGP_BR,Wingweight,FALSE,0.25,15,100,,,n/a,0.012804413,0.008668082,0.006613305,-0.001148074,0.672218102,0.813983488,4.972692446,9.048243998,3.737841368,1345.259977
12272,PCGP_BR,Wingweight,FALSE,0.25,15,100,,,n/a,0.022768879,0.009732467,0.002757937,-0.002172676,5.835688742,0.904282766,7.798286027,18.49550553,0.586107254,1345.259977
12273,PCGP_BR,Wingweight,FALSE,0.25,15,100,,,n/a,0.019428466,0.010323127,0.005986893,-0.00323249,4.537178838,0.948875803,11.83304641,18.86090225,2.310446501,1345.259977
12274,PCGP_BR,Wingweight,FALSE,0.25,15,100,,,n/a,0.013317935,0.008984585,0.006468928,0.001761159,1.886054271,0.913633119,7.666225414,10.84617603,1.594187737,1345.259977
12275,PCGP_BR,Wingweight,FALSE,0.05,15,100,,,n/a,0.018431057,0.007104811,0.001643982,-0.003298607,6.2303343,0.907925491,8.532541251,20.92259438,0.87386775,1345.259977
12276,PCGP_BR,Wingweight,FALSE,0.05,15,100,,,n/a,0.018983743,0.00718967,0.002027519,0.002196108,4.817005467,0.923790637,7.983264834,20.46826958,0.488043547,1345.259977
12277,PCGP_BR,Wingweight,FALSE,0.05,15,100,,,n/a,0.015297669,0.004480495,0.001334426,-0.001263302,3.541503304,0.944957386,5.04738849,11.08652832,0.817584992,1345.259977
12278,PCGP_BR,Wingweight,FALSE,0.05,15,100,,,n/a,0.019216612,0.006669498,0.001077842,-0.003677354,2.720796422,0.863068182,3.637373964,18.35673433,3.791218281,1345.259977
12279,PCGP_BR,Wingweight,FALSE,0.05,15,100,,,n/a,0.013833249,0.005499529,0.002534341,-0.002010852,2.789974089,0.925402517,5.602271602,14.04008497,0.367380142,1345.259977
12280,PCGP_BR,Wingweight,FALSE,0.05,15,100,,,n/a,0.015796404,0.007141274,0.001882457,0.002405631,7.672757048,0.901778809,9.442401808,18.53071891,1.072297573,1345.259977
12281,PCGP_BR,Wingweight,FALSE,0.05,15,100,,,n/a,0.019151437,0.007068112,0.001228452,-0.002315793,6.058876728,0.892776683,7.415829963,20.15116264,0.87462759,1345.259977
12282,PCGP_BR,Wingweight,FALSE,0.05,15,100,,,n/a,0.019287507,0.008867438,0.003465319,-0.002022389,6.125820405,0.925865953,10.96554782,19.63340416,0.442750216,1345.259977
12283,PCGP_BR,Wingweight,FALSE,0.05,15,100,,,n/a,0.01318635,0.004935551,0.001004681,-0.001059631,6.506603597,0.925031766,8.211015272,15.73462753,3.010388613,1345.259977
12284,PCGP_BR,Wingweight,FALSE,0.05,15,100,,,n/a,0.0155746,0.004598952,0.001157211,-0.002699301,5.496932553,0.947832839,7.139589248,16.95784713,0.613277435,1345.259977
12285,PCGP_BR,Wingweight,FALSE,0.05,15,100,,,n/a,0.008970093,0.003530854,0.000861161,-0.000825348,4.980107581,0.909685128,6.360674915,12.53601419,0.575447798,1345.259977
12286,PCGP_BR,Wingweight,FALSE,0.05,15,100,,,n/a,0.010681089,0.005282717,0.002069575,-0.001721292,3.014194867,0.892676413,7.004498524,15.6792679,0.596957445,1345.259977
12287,PCGP_BR,Wingweight,FALSE,0.05,15,100,,,n/a,0.017550258,0.009579097,0.00502439,5.20E-05,9.274343312,0.946053458,15.34790622,20.56053544,0.68073225,1345.259977
12288,PCGP_BR,Wingweight,FALSE,0.05,15,100,,,n/a,0.023951596,0.010334732,0.004865057,-0.002030075,4.280456858,0.916602694,9.6634631,23.49464967,1.090057612,1345.259977
12289,PCGP_BR,Wingweight,FALSE,0.05,15,100,,,n/a,0.014365786,0.006119598,0.001994148,-0.001592098,4.216048496,0.904040761,7.146831787,17.48447571,1.043549538,1345.259977
12290,PCGP_BR,Wingweight,FALSE,0.05,15,100,,,n/a,0.013641328,0.005295581,0.001293325,-0.002257658,5.185260389,0.916000283,7.228644651,16.78510013,0.714370728,1345.259977
12291,PCGP_BR,Wingweight,FALSE,0.05,15,100,,,n/a,0.017182403,0.008619191,0.00430963,-0.00137938,3.534129704,0.906660047,8.770584544,16.82061884,0.491876125,1345.259977
12292,PCGP_BR,Wingweight,FALSE,0.05,15,100,,,n/a,0.006513489,0.003081384,0.001474382,9.10E-05,3.594850323,0.955032272,5.386656747,7.450465724,0.952991724,1345.259977
12293,PCGP_BR,Wingweight,FALSE,0.05,15,100,,,n/a,0.00926708,0.005748064,0.0037256,2.04E-05,3.147231779,0.952467496,8.030307656,10.00572009,1.34526515,1345.259977
12294,PCGP_BR,Wingweight,FALSE,0.05,15,100,,,n/a,0.01200855,0.005641267,0.001951992,-5.86E-05,11.24197406,0.954284915,13.58657611,16.40323149,1.024727583,1345.259977
12295,PCGP_BR,Wingweight,TRUE,0.01,15,100,,,n/a,0.000157571,0.00010512,7.22E-05,3.26E-06,0.111184168,0.99541779,0.227097375,0.229153853,1.056226254,1345.259977
12296,PCGP_BR,Wingweight,TRUE,0.01,15,100,,,n/a,0.000233609,0.000167209,0.000119559,6.92E-07,0.207854767,0.997374445,0.433642027,0.435522853,1.139156103,1345.259977
12297,PCGP_BR,Wingweight,TRUE,0.01,15,100,,,n/a,0.000196338,0.000115896,6.81E-05,-5.58E-06,0.087489178,0.989202322,0.200059673,0.210880311,0.8652246,1345.259977
12298,PCGP_BR,Wingweight,TRUE,0.01,15,100,,,n/a,0.000230913,0.000156299,0.000109502,-1.91E-06,0.117185385,0.999058317,0.24250185,0.243070534,5.062977076,1345.259977
12299,PCGP_BR,Wingweight,TRUE,0.01,15,100,,,n/a,0.000559675,0.000191723,0.00010536,3.65E-07,0.122483415,0.985134862,0.267387252,0.349750987,2.605340958,1345.259977
12300,PCGP_BR,Wingweight,TRUE,0.01,15,100,,,n/a,0.000598202,0.000115966,5.49E-05,-1.26E-05,0.065177116,0.984726147,0.153154163,0.261401128,0.779580116,1345.259977
12301,PCGP_BR,Wingweight,TRUE,0.01,15,100,,,n/a,0.00011718,8.22E-05,6.19E-05,3.04E-06,0.052291377,0.984762675,0.134369459,0.138040934,1.987905741,1345.259977
12302,PCGP_BR,Wingweight,TRUE,0.01,15,100,,,n/a,0.000163873,0.000104854,6.83E-05,2.91E-06,0.073961285,0.982018991,0.173815331,0.182217853,0.787693739,1345.259977
12303,PCGP_BR,Wingweight,TRUE,0.01,15,100,,,n/a,0.000281493,0.000170733,9.67E-05,1.98E-06,0.339188887,0.995486696,0.497947119,0.50881698,2.238610268,1345.259977
